n_pair,mean_diff,mean_ai,mean_supervisor,sd_ai,sd_supervisor,ttest_p,ai_ci_low,ai_ci_high,supervisor_ci_low,supervisor_ci_high,mean_diff_ci_low,mean_diff_ci_high,p_fmt
161,284.155279503106,382.024844720497,97.8695652173913,81.8161009757981,73.6611439663734,9.29598285355977e-79,369.290655648854,394.75903379214,86.4046466584052,109.334483776377,268.600317870596,299.710241135615,<0.001
